loc,complexity,churn,commit_frequency,developer_activity,files_modified,historical_defects,defect
131,19,24,27,24,10,0,1
167,26,121,9,40,10,4,1
151,14,10,17,1,7,5,1
98,30,28,22,28,7,0,1
471,17,80,17,26,2,0,1
216,9,32,25,9,10,5,1
147,10,99,19,61,10,1,1
217,3,67,18,23,7,5,1
487,38,101,9,30,5,3,1
89,35,125,9,24,5,5,1
221,23,22,2,26,4,4,1
205,8,113,7,62,5,1,1
104,26,84,21,67,2,0,1
121,11,141,23,7,4,2,1
216,28,34,13,1,1,1,1
107,33,32,22,1,4,0,1
384,19,59,26,37,10,4,1
34,28,54,22,59,1,3,1
408,16,110,3,93,4,0,1
405,3,30,25,16,10,2,1
419,10,69,3,14,1,5,1
193,8,5,4,100,6,5,1
389,24,140,30,81,8,1,1
361,39,74,22,24,2,2,1
362,26,130,28,28,7,4,1
60,24,121,17,49,7,4,1
382,13,87,23,88,2,0,1
294,16,116,6,9,1,1,1
422,10,134,6,10,7,5,1
495,35,117,15,7,3,3,1
351,23,15,23,95,4,5,0
367,22,129,21,100,7,0,1
330,26,144,23,53,4,2,1
343,18,67,24,74,1,3,1
497,4,69,10,2,3,2,1
202,37,22,24,69,5,0,1
275,29,21,24,85,8,0,1
204,6,37,21,3,9,2,1
448,13,11,9,19,5,1,0
249,22,144,9,26,1,0,1
251,9,13,27,44,5,0,1
135,20,138,24,94,7,5,1
212,20,120,29,12,3,2,1
86,40,95,13,13,7,0,1
214,26,9,23,33,8,3,1
324,23,49,8,30,9,5,1
103,28,88,13,98,5,0,1
149,24,125,6,6,6,0,1
416,39,39,22,76,9,4,1
33,29,22,1,35,1,5,1
23,5,58,21,53,2,5,1
360,7,42,2,30,5,0,1
425,7,36,15,48,7,1,1
426,10,2,18,63,10,5,1
71,29,45,9,76,6,1,1
331,12,15,8,82,9,1,1
294,15,118,16,45,10,1,1
35,30,33,22,4,6,4,1
19,2,32,7,6,1,0,0
26,37,29,19,27,9,5,1
162,5,123,3,49,5,1,1
323,16,143,26,85,3,4,1
312,2,140,2,9,6,2,1
450,35,48,13,30,3,2,0
431,8,25,5,11,4,5,1
161,17,131,27,69,1,3,1
230,36,15,6,32,9,1,1
376,5,38,16,20,1,0,1
221,15,121,20,50,3,4,1
459,39,67,8,33,2,0,0
379,27,11,22,23,10,0,1
397,25,84,14,8,3,2,0
123,39,46,21,4,10,3,1
206,14,29,15,93,4,4,1
322,22,74,2,82,10,1,1
344,18,115,30,56,1,4,1
479,36,121,27,22,8,5,1
486,33,16,6,24,5,3,1
276,21,80,23,84,10,0,1
243,35,76,18,11,4,2,1
156,3,2,17,49,5,4,0
59,26,59,5,11,4,3,1
408,9,127,14,49,9,1,1
199,6,135,8,66,6,1,1
132,16,12,11,72,1,3,1
254,26,76,16,55,8,4,1
185,32,8,27,64,2,2,1
227,16,148,25,33,8,4,1
290,39,133,20,28,4,2,1
485,17,17,23,22,4,2,1
208,1,26,17,1,3,1,0
77,11,3,4,62,4,0,1
401,32,35,19,50,9,0,1
145,28,116,6,4,8,0,1
332,19,8,29,82,2,4,1
147,8,12,3,16,4,5,1
416,3,36,15,32,4,3,1
226,15,53,28,16,7,1,1
135,23,124,21,16,4,1,1
449,29,111,24,88,9,0,1
117,37,60,23,34,3,3,1
321,5,139,14,24,2,3,0
432,16,29,16,42,6,1,1
147,32,35,13,74,5,0,1
157,4,135,14,18,6,1,1
500,22,20,12,4,2,1,1
444,29,86,8,6,2,2,1
469,33,101,28,92,8,0,1
331,20,72,20,95,5,4,1
340,1,32,29,19,6,0,1
63,4,20,14,99,6,5,1
178,25,55,10,10,4,0,1
393,19,51,5,94,6,0,1
262,20,121,14,6,6,5,1
308,30,81,15,44,10,1,1
460,2,14,26,26,7,5,1
221,24,143,19,47,4,2,1
278,13,66,13,83,7,5,1
328,35,122,28,27,7,3,1
47,18,9,18,70,2,4,1
420,7,139,5,9,10,5,1
411,2,134,15,47,1,5,1
250,14,61,24,2,3,2,1
66,39,45,10,62,2,4,1
107,14,71,10,1,8,4,0
486,26,57,4,6,10,2,1
141,24,96,27,55,6,4,1
180,31,30,25,34,10,0,0
142,10,12,19,12,2,1,0
23,30,97,3,30,2,4,1
305,8,29,26,100,5,5,1
308,19,91,22,36,5,1,1
102,6,3,12,48,4,1,1
469,36,113,7,80,6,2,0
79,11,8,13,80,6,0,1
496,9,7,14,2,10,0,1
141,9,132,7,88,10,2,1
442,26,84,1,52,2,0,1
146,14,147,13,54,3,2,1
204,26,135,9,16,3,5,1
68,30,22,14,85,7,5,1
227,6,121,15,70,4,1,1
493,10,138,7,10,5,3,1
352,29,33,17,77,5,2,1
403,6,119,28,11,2,0,1
479,29,94,9,66,2,1,1
68,5,40,17,73,7,4,1
264,22,120,16,30,2,2,1
289,14,107,12,41,7,3,1
236,3,121,12,73,2,5,1
94,9,39,8,64,9,1,1
215,10,141,29,28,3,5,1
265,27,69,13,20,10,5,1
76,3,138,16,43,9,2,1
497,40,146,17,15,5,3,1
361,27,136,14,44,10,0,1
492,19,113,5,51,9,2,1
138,2,99,24,75,8,3,1
174,40,114,17,83,5,5,1
345,10,55,21,47,1,4,1
152,17,130,22,40,2,4,1
393,2,139,26,21,2,4,0
298,39,72,8,51,6,4,1
100,3,122,16,48,10,0,1
190,29,11,7,46,7,0,1
330,20,15,13,84,8,3,1
254,33,1,24,83,5,1,1
40,14,63,3,31,5,2,1
74,21,39,14,15,4,1,1
459,12,86,16,85,3,2,1
154,7,28,7,17,9,1,1
457,1,145,24,64,1,4,1
101,29,68,7,69,10,4,1
305,32,30,18,63,8,2,1
330,28,108,20,51,1,1,1
281,5,37,10,94,9,1,1
84,12,101,7,47,2,0,1
485,23,135,24,19,4,2,1
239,10,37,9,58,10,0,1
453,23,87,20,23,10,3,1
32,2,119,11,27,9,1,1
321,5,44,21,16,6,5,1
316,33,55,3,31,9,1,1
274,13,18,22,52,8,0,1
38,18,93,6,54,1,2,1
447,16,126,22,57,9,5,1
199,14,140,22,63,5,0,1
234,2,16,3,73,3,5,1
205,13,111,4,81,1,0,1
489,22,55,2,85,5,3,1
185,35,146,10,61,2,0,1
89,38,106,24,29,8,1,1
494,15,43,3,34,2,4,1
284,22,147,12,31,2,3,1
344,1,87,27,1,4,0,1
448,34,25,11,25,2,3,1
440,19,123,27,16,5,4,1
218,24,6,14,6,7,1,1
481,6,8,2,6,9,2,1
68,33,91,10,37,10,0,1
407,13,51,13,69,1,1,1
279,14,75,4,56,8,4,1
143,33,69,15,39,5,3,1
365,21,79,21,96,2,0,1
355,34,24,20,48,9,1,1
190,26,24,4,75,3,0,0
292,20,25,19,93,9,1,1
12,21,150,28,79,3,3,1
282,23,123,21,77,5,0,1
417,31,53,22,34,3,0,1
421,19,26,22,30,10,5,1
364,19,50,27,38,10,0,1
131,35,20,22,23,7,3,1
159,10,79,4,18,8,0,1
39,39,136,7,3,5,2,1
196,14,105,5,32,4,4,1
484,33,145,1,74,9,1,1
474,20,3,2,14,8,1,1
409,12,107,1,12,3,0,1
247,33,57,7,8,3,4,1
103,16,62,7,25,9,0,1
223,6,51,22,90,4,0,1
155,3,8,29,96,7,0,0
186,8,33,6,20,10,1,1
11,4,141,12,77,2,4,1
348,39,106,6,9,5,4,1
125,36,68,28,75,9,3,1
125,12,142,12,60,5,1,1
368,22,141,2,69,1,2,1
73,19,115,23,85,7,0,1
426,30,142,30,3,7,5,1
411,19,40,22,17,8,3,1
445,35,116,29,57,7,3,1
180,32,4,20,6,1,5,1
365,16,9,19,77,5,0,1
255,15,80,27,59,7,5,0
65,3,82,10,35,9,1,1
224,35,98,13,56,4,3,1
309,2,94,29,80,8,4,1
87,31,68,25,68,2,0,1
370,25,79,30,33,10,1,1
297,15,71,25,45,7,4,0
261,35,72,30,57,7,1,1
96,33,108,18,86,9,4,1
33,15,68,11,24,2,0,1
496,12,120,18,88,4,1,1
500,22,116,17,2,6,2,1
229,6,31,14,69,10,3,1
449,38,101,27,63,1,0,1
428,21,39,18,42,9,1,1
179,17,83,13,79,1,2,1
412,15,25,3,34,4,1,1
422,31,148,8,19,1,4,1
67,4,141,7,34,9,4,1
417,17,89,2,90,9,0,1
441,19,55,29,11,1,1,1
317,1,90,14,92,5,2,1
17,30,118,19,35,6,2,1
383,10,16,3,50,6,5,1
188,13,103,12,72,10,1,1
308,39,2,6,59,1,4,1
189,5,85,29,59,9,2,1
265,16,143,13,21,6,0,1
299,28,75,22,88,1,4,1
94,22,123,2,27,1,0,1
346,3,2,23,75,10,0,1
367,22,94,1,94,1,5,1
355,2,85,13,94,3,5,1
401,33,51,4,91,4,5,1
405,13,16,24,74,6,2,1
400,9,49,29,58,1,5,1
134,37,84,17,8,5,4,1
346,39,70,20,18,9,3,1
345,17,6,15,58,3,2,0
187,5,18,25,80,2,3,1
235,18,69,19,11,10,3,1
336,28,133,2,54,10,1,1
12,26,112,6,26,5,5,1
376,27,125,13,85,7,0,1
352,40,27,24,20,2,1,1
287,14,85,30,91,6,4,1
221,5,61,20,24,5,1,1
437,28,123,3,19,3,1,1
387,27,81,21,58,4,5,1
241,26,71,19,34,3,4,0
283,20,125,8,12,1,4,1
51,4,25,27,91,3,3,1
42,29,125,4,23,3,4,1
431,15,71,27,51,3,0,1
122,10,14,23,93,1,5,1
366,7,118,3,74,4,1,1
351,31,8,23,35,8,5,1
161,37,2,19,97,7,2,1
162,37,115,26,43,10,4,1
147,33,73,6,16,9,0,1
471,26,32,17,86,7,5,1
289,27,103,20,84,6,3,1
410,36,128,11,23,10,5,1
133,24,21,15,98,8,4,1
43,37,88,29,41,2,2,1
131,8,21,19,20,6,3,1
274,31,123,22,81,6,1,1
220,2,82,9,41,2,4,1
12,4,124,30,48,4,1,1
209,13,103,23,75,10,0,1
363,25,68,19,93,10,1,1
121,22,96,25,8,2,4,1
191,2,122,14,18,8,3,1
301,26,112,11,50,7,4,1
308,38,106,2,72,8,1,1
402,29,76,26,9,8,5,1
273,23,50,3,21,3,2,1
294,5,70,6,3,10,2,1
353,2,15,27,29,3,5,1
493,35,80,28,66,6,3,1
155,14,13,11,38,2,3,1
352,37,34,25,23,7,5,1
265,19,133,19,69,1,1,1
34,13,25,28,15,3,0,0
368,24,64,13,2,6,4,1
287,22,121,20,23,6,3,1
179,40,120,14,58,8,1,1
204,6,141,9,8,4,4,1
461,30,59,14,77,2,3,1
264,33,141,7,94,6,2,1
187,4,21,9,88,4,2,1
116,38,64,30,71,10,2,1
188,37,126,4,70,1,2,1
376,34,104,23,88,2,3,0
409,13,97,14,28,5,2,1
492,5,48,2,54,10,1,1
258,7,35,4,6,2,0,1
129,32,110,5,88,6,1,1
222,39,149,17,59,10,2,1
112,1,136,18,87,10,5,1
325,40,103,15,62,9,2,1
498,16,120,20,19,2,1,1
88,27,51,9,85,1,1,1
19,14,34,26,47,1,0,1
91,27,144,27,13,1,2,1
265,2,89,24,60,4,1,1
161,25,10,14,18,9,3,1
138,37,10,13,88,10,4,1
48,3,82,15,79,6,4,1
177,15,22,28,39,3,0,0
323,33,13,21,63,10,1,1
116,25,90,4,96,1,4,1
460,11,50,9,73,10,4,1
404,5,52,19,13,1,0,1
41,23,37,10,31,8,3,1
358,27,83,1,65,9,0,1
65,37,75,21,93,6,2,1
184,25,1,29,10,3,4,1
121,22,107,22,92,3,2,1
435,35,29,2,28,2,1,1
183,40,70,13,28,7,0,1
18,25,46,20,56,2,1,1
431,19,137,11,33,4,0,1
206,27,6,5,73,6,4,1
334,26,47,9,67,10,3,1
330,29,28,18,25,9,0,1
142,32,28,1,26,3,3,1
290,30,8,7,100,8,0,1
495,17,31,2,98,8,3,1
292,25,76,29,63,6,1,1
355,11,60,16,22,9,2,1
142,27,119,22,16,7,5,1
373,34,16,8,90,10,5,1
121,17,130,10,81,6,0,1
174,35,36,17,65,6,4,0
307,31,110,25,45,9,4,1
329,25,35,19,89,10,0,1
325,19,147,6,37,4,1,1
483,35,86,4,65,3,1,1
417,33,63,4,95,8,5,1
254,29,21,26,68,6,2,1
405,14,101,4,55,6,5,1
417,39,89,19,45,9,1,1
175,29,46,29,92,9,1,1
179,21,111,26,7,6,0,1
112,10,95,19,24,7,0,1
129,19,123,14,66,4,1,1
268,29,79,22,57,8,2,1
75,2,63,22,86,5,3,1
162,39,119,17,6,8,5,1
304,7,52,27,24,4,3,1
165,40,23,28,43,4,1,1
291,25,61,1,80,1,1,1
230,32,81,17,46,4,3,1
32,19,118,26,56,7,0,1
124,2,116,22,60,3,5,1
436,14,102,21,45,9,3,1
177,24,28,20,96,9,5,1
422,37,97,10,32,9,1,1
150,32,119,5,49,5,5,1
472,10,71,3,76,4,4,1
359,24,87,27,8,4,0,1
233,29,82,23,11,4,1,1
270,16,74,27,12,8,1,1
148,32,117,4,68,6,3,1
136,38,66,19,71,6,5,1
355,6,120,5,66,6,0,1
469,13,60,17,44,4,1,1
318,19,11,4,46,7,1,1
122,5,128,20,33,4,5,1
445,10,143,28,97,10,0,1
388,38,20,14,72,3,3,1
251,11,49,18,88,5,0,1
416,2,108,29,9,5,4,1
375,14,117,15,98,4,1,1
92,2,100,26,75,10,0,1
34,27,143,1,94,1,2,1
461,37,37,4,42,5,3,1
496,2,51,4,36,9,4,1
415,35,47,25,73,8,5,1
130,3,38,27,63,8,5,1
471,9,99,20,28,9,4,0
196,28,119,23,21,3,4,1
354,24,97,4,30,4,4,1
154,6,147,2,87,8,3,0
213,37,7,28,10,3,5,1
245,6,7,10,70,6,2,1
148,40,101,16,45,8,5,1
259,17,72,5,10,3,1,1
223,11,109,27,40,7,4,1
334,36,49,15,82,3,4,1
233,39,1,6,72,5,4,1
55,8,101,20,95,7,3,1
460,11,113,8,68,7,3,1
424,37,66,28,11,3,1,1
129,12,46,25,6,2,0,0
444,37,65,13,14,1,0,1
118,24,86,30,68,7,1,1
315,19,13,1,41,7,2,1
309,29,40,2,21,7,4,1
183,14,112,20,95,4,0,1
40,35,129,2,61,2,5,1
251,23,132,30,25,1,5,1
467,9,91,22,76,4,2,1
19,23,150,15,77,7,4,1
246,17,142,3,44,10,0,1
310,34,87,11,59,3,1,1
378,21,136,25,99,6,3,1
433,25,52,12,50,5,5,1
28,9,6,18,17,4,1,1
220,40,150,23,87,6,5,1
250,35,87,20,52,8,0,1
264,20,36,13,28,1,0,1
459,32,78,17,7,2,1,1
81,7,131,14,70,9,1,1
214,10,103,8,78,1,0,1
310,39,117,7,84,9,2,1
25,35,133,11,89,8,4,1
248,13,82,19,83,2,2,1
480,29,124,20,28,2,5,1
191,40,24,14,83,7,3,1
255,7,60,15,22,8,2,1
35,5,60,30,12,6,5,1
210,17,53,11,36,10,3,1
321,21,8,26,98,6,0,1
12,40,39,2,46,8,1,1
343,14,96,23,19,6,2,1
331,20,14,23,55,9,0,1
213,23,14,26,52,10,0,1
135,28,119,21,95,1,1,1
21,15,2,25,68,2,0,1
187,4,107,14,1,9,2,1
402,1,149,5,76,10,0,1
32,20,74,24,6,2,3,1
341,37,60,9,17,9,3,1
182,5,126,6,92,5,4,1
403,6,97,3,53,6,5,1
185,34,62,27,82,8,2,1
339,7,138,22,91,10,0,1
178,35,87,4,45,10,4,1
176,29,87,26,30,4,5,1
415,36,119,28,20,7,0,1
230,24,34,10,17,4,5,1
292,11,91,1,38,5,2,1
389,2,148,12,9,3,4,1
271,31,86,30,38,10,1,1
448,30,55,9,50,6,5,1
182,17,145,20,53,1,3,1
344,5,126,17,25,6,0,1
55,21,6,16,10,10,5,1
148,27,104,2,79,2,1,1
185,24,25,3,92,7,2,1
462,7,35,19,100,4,3,1
188,15,90,11,80,7,1,1
342,21,74,27,14,10,4,1
383,23,67,7,9,4,2,1
60,10,112,11,23,4,5,1
302,19,147,7,72,9,2,1
387,21,106,7,77,4,4,1
340,20,69,1,86,3,0,1
486,39,148,2,4,4,0,1
409,6,105,23,100,2,3,1
194,21,61,29,7,7,5,1
204,11,59,11,54,5,5,1
365,7,98,14,52,1,5,1
211,6,109,4,29,5,0,1
174,1,33,12,98,9,5,1
160,7,2,19,6,10,4,1
213,2,132,9,70,10,5,1
147,6,24,11,87,5,5,1
415,31,20,4,1,8,0,1
267,24,36,13,91,8,1,1
116,18,99,2,83,10,1,1
282,34,41,22,27,5,3,1
66,18,50,20,67,10,4,1
306,23,144,20,80,4,0,1
29,36,15,20,87,9,0,1
452,2,2,30,66,6,5,1
337,16,34,3,53,8,1,1
448,7,33,1,39,1,3,1
249,18,48,29,2,1,0,1
269,30,49,14,88,4,0,1
350,39,88,9,29,2,3,1
88,17,143,3,87,8,2,1
245,40,141,29,13,2,4,1
235,7,145,17,96,2,1,1
114,39,145,12,4,1,3,1
251,29,15,11,1,3,5,1
184,18,47,3,33,3,1,1
239,38,86,4,84,10,3,1
204,36,110,9,9,2,3,1
171,3,3,8,73,3,3,1
472,14,68,15,93,6,3,1
309,17,10,20,42,2,3,1
25,8,32,14,55,2,3,0
371,24,96,29,30,3,4,1
236,39,8,11,42,8,3,1
340,30,75,4,9,6,1,1
108,38,8,17,98,8,0,1
242,13,22,21,47,1,1,0
105,2,35,21,54,6,5,1
446,39,28,2,37,10,1,1
371,17,91,5,81,9,2,1
445,37,121,8,96,3,0,1
232,30,129,17,81,7,4,1
243,34,48,20,2,4,5,1
211,2,73,8,91,6,1,1
241,40,124,8,64,9,3,1
450,37,3,29,34,8,3,1
74,37,111,20,31,6,4,1
331,3,129,16,53,8,4,1
200,23,87,19,63,5,4,1
134,18,122,24,18,10,2,1
442,36,67,16,95,1,0,1
32,24,35,3,11,5,5,0
251,8,63,22,39,8,0,1
386,15,88,19,36,8,4,1
54,31,34,3,18,9,4,1
446,23,20,6,7,10,2,1
422,10,133,2,96,5,5,1
97,33,77,3,55,4,4,1
387,37,45,7,52,7,4,1
344,15,100,20,67,8,0,1
37,7,115,26,64,7,1,1
48,9,79,27,43,5,1,0
276,12,142,5,59,2,2,1
346,17,5,15,18,4,2,1
116,4,130,12,28,2,4,0
208,7,110,21,57,2,4,1
305,37,69,15,55,1,5,1
316,35,11,21,34,1,0,0
83,39,41,4,5,7,0,1
138,36,133,4,76,7,5,1
185,20,127,10,4,2,2,1
180,17,98,29,75,5,5,0
177,34,11,23,3,10,5,1
168,8,110,24,4,1,5,1
211,26,54,28,62,4,0,1
111,3,97,1,45,8,2,1
438,4,64,27,61,10,2,1
443,22,132,17,9,8,5,1
218,26,148,17,78,7,5,1
446,3,25,20,28,7,0,1
408,17,27,4,31,7,1,1
386,1,149,4,33,6,4,1
448,13,29,23,91,1,3,1
28,21,137,7,43,1,3,1
338,14,30,27,61,5,4,1
305,30,120,12,76,9,0,1
72,34,73,4,62,7,5,1
423,19,100,15,50,3,1,1
24,40,15,25,24,1,2,1
192,21,16,14,74,5,3,1
399,23,102,14,72,4,4,1
194,9,113,8,20,1,5,1
110,21,37,11,97,7,2,1
444,15,15,21,10,6,3,1
193,24,18,30,1,1,3,1
17,39,83,29,59,2,3,1
193,23,6,29,48,3,0,0
459,28,110,19,47,8,5,1
344,36,86,10,28,5,5,0
321,11,11,28,86,6,4,1
328,16,28,23,76,9,2,1
82,14,82,17,42,4,0,1
362,27,138,25,26,4,2,1
356,22,90,11,73,8,1,1
249,27,72,6,100,4,2,1
18,6,83,27,62,10,5,1
438,6,128,8,70,6,0,1
306,30,18,15,99,10,4,1
94,39,5,26,77,4,4,1
398,9,108,25,76,1,5,1
84,30,114,6,85,2,2,1
471,21,99,28,77,7,4,1
412,18,21,13,10,7,1,1
473,28,56,6,72,2,1,1
339,22,130,2,79,9,4,1
277,14,124,21,74,2,5,1
107,28,17,1,95,9,2,1
39,6,144,11,36,7,3,1
299,13,96,27,57,3,1,1
135,13,54,28,5,3,0,1
31,30,60,8,97,2,5,0
234,31,33,28,33,7,5,1
356,7,45,28,61,1,1,1
130,24,11,11,30,9,0,1
172,3,41,18,89,8,5,1
243,36,144,4,66,3,2,1
190,13,46,17,25,5,5,1
123,23,133,26,90,6,3,1
354,35,125,9,62,4,4,1
445,38,32,4,57,2,5,0
248,21,14,22,90,6,3,1
273,36,121,18,42,3,1,1
437,4,76,10,13,5,1,1
438,12,17,16,36,10,4,1
276,19,116,20,87,2,0,1
73,7,143,7,99,3,5,1
52,14,44,21,93,10,3,1
331,26,63,2,59,6,4,1
481,16,48,24,87,6,5,1
219,19,133,18,30,5,5,1
261,36,36,13,23,2,1,1
467,9,105,28,89,1,0,1
211,35,31,24,99,1,1,1
180,1,136,30,17,7,3,1
258,27,147,21,35,4,0,1
419,34,77,24,44,2,2,1
31,25,56,6,90,9,0,1
212,37,67,19,36,8,5,1
161,27,12,19,22,1,0,1
204,34,64,16,13,4,3,1
97,34,49,29,66,8,0,1
484,37,82,15,60,5,5,1
488,18,3,14,23,8,1,1
376,36,126,12,41,2,5,1
348,29,119,10,28,4,0,1
328,3,20,6,23,7,2,1
221,23,120,21,93,8,4,1
111,37,36,17,43,1,3,1
445,1,132,4,88,1,4,1
173,40,114,22,81,3,0,1
449,16,63,21,56,10,1,1
170,33,78,5,28,6,0,1
218,2,75,16,22,5,4,1
271,12,23,23,87,6,3,1
197,10,63,3,16,1,1,1
158,35,99,26,78,3,4,1
256,11,59,22,85,4,3,1
164,38,116,22,88,2,4,1
337,39,39,30,51,7,3,1
358,6,8,7,2,8,0,1
426,19,116,21,70,9,5,1
123,11,63,21,52,1,5,1
490,15,48,11,48,7,4,1
488,36,70,30,20,5,3,1
204,11,34,28,44,3,3,1
194,34,86,18,65,6,2,1
299,19,31,8,29,2,2,1
331,37,114,26,52,6,2,1
32,39,64,2,36,1,5,1
154,29,34,25,1,6,0,1
186,6,71,4,54,8,5,1
403,10,100,16,46,6,2,1
186,39,126,4,66,7,1,1
50,13,23,11,18,8,3,1
359,22,105,27,47,6,5,1
77,4,20,6,10,10,0,1
384,17,14,5,78,3,2,1
30,37,4,23,11,6,5,1
69,15,33,6,87,10,3,1
26,35,89,1,43,9,0,1
125,10,56,10,83,10,5,1
467,35,73,27,33,5,4,1
184,14,17,23,67,4,4,1
209,40,6,7,28,5,0,1
307,11,39,26,100,3,0,1
226,1,78,19,46,10,5,1
82,11,64,20,99,4,2,1
44,16,4,9,24,2,5,1
323,36,75,20,43,1,2,1
218,14,132,19,5,7,1,1
24,23,40,1,23,7,1,1
129,20,71,3,97,7,4,1
194,17,101,22,9,4,0,0
86,22,116,6,17,10,0,1
232,8,138,5,63,3,2,1
32,14,137,6,89,8,3,1
25,22,131,24,26,6,4,1
155,36,78,19,42,5,3,1
219,5,111,29,31,4,3,1
199,30,126,16,30,6,2,1
190,6,24,25,22,6,4,1
194,12,136,20,92,2,0,1
310,35,49,12,44,1,2,0
221,2,79,24,44,5,0,1
411,11,57,16,30,1,0,0
467,25,90,8,46,10,5,1
386,40,40,28,92,4,4,1
423,12,135,3,99,10,0,1
398,39,32,13,31,8,2,1
377,13,19,20,9,4,1,1
144,16,21,11,15,3,2,1
326,14,96,13,17,8,1,1
377,31,138,28,20,6,2,1
61,18,108,26,98,9,5,0
254,21,50,1,74,10,2,1
27,21,65,26,10,3,2,1
293,11,57,13,1,6,5,1
83,5,126,5,85,5,5,1
285,6,105,14,92,8,1,1
467,31,13,24,44,2,3,1
12,1,7,5,1,4,4,0
330,32,11,14,72,3,4,1
309,5,72,11,72,5,2,1
442,26,64,13,81,7,2,1
157,37,109,3,42,8,1,1
207,22,64,1,50,5,3,1
50,7,6,3,12,9,5,1
30,10,76,4,97,1,3,1
382,34,54,9,43,3,4,1
161,27,124,5,34,7,5,1
154,38,131,13,14,9,1,1
187,10,86,9,20,5,1,1
157,15,51,24,2,8,0,1
65,29,41,10,40,6,3,1
289,21,41,11,54,6,1,1
429,17,66,30,95,9,5,0
416,39,74,5,100,7,3,1
493,25,138,15,98,3,4,1
61,21,76,20,83,6,4,1
150,29,137,9,60,6,5,1
436,35,81,27,16,9,1,1
137,15,84,4,47,5,2,1
396,30,30,12,61,8,3,1
303,16,88,5,76,8,1,1
39,19,89,21,42,3,3,1
88,22,150,13,99,1,2,1
158,6,98,26,2,8,2,1
316,40,65,8,64,7,0,1
146,24,101,12,23,10,5,1
241,12,98,5,93,8,1,1
397,4,99,20,91,4,0,1
411,30,77,23,86,9,1,1
342,29,110,28,30,4,1,1
53,10,124,3,54,9,1,1
448,9,6,27,81,8,3,1
431,24,89,4,82,9,0,1
478,23,66,27,54,3,2,1
237,13,15,3,91,6,1,0
446,29,3,10,87,1,1,1
124,8,5,30,29,8,4,1
322,20,6,13,23,6,4,1
478,28,55,10,61,10,0,1
68,36,122,4,88,9,5,1
178,38,19,17,2,7,3,1
281,33,61,15,97,5,5,1
143,19,75,5,89,9,0,1
467,23,81,3,70,1,5,1
350,37,68,4,16,6,0,1
29,7,149,23,76,1,1,1
451,22,115,18,74,7,1,1
314,10,25,7,28,9,5,1
424,18,12,23,13,2,0,1
368,27,95,10,19,4,2,1
285,2,75,12,94,9,4,1
483,36,76,13,80,1,2,1
180,3,118,30,76,9,1,1
97,30,9,18,79,1,4,0
303,9,8,1,98,4,2,1
143,32,123,30,30,2,4,1
104,6,58,26,35,6,5,1
477,10,117,5,48,4,2,1
101,4,130,18,10,9,5,1
352,22,100,30,71,10,2,1
76,12,139,10,13,8,3,1
294,4,125,17,92,10,1,1
388,40,113,13,95,7,3,1
180,21,42,18,74,9,5,1
427,5,71,6,76,1,0,1
254,12,97,17,41,3,4,1
426,1,86,23,16,8,2,1
482,29,148,4,89,10,4,1
320,23,136,10,95,8,3,1
196,30,102,27,69,9,3,1
178,2,42,23,53,6,2,1
481,18,135,22,33,3,4,1
325,27,149,21,42,9,2,1
51,39,23,26,19,5,0,1
328,10,45,14,81,10,4,1
411,13,139,24,45,6,4,1
262,33,127,10,74,10,0,1
348,29,104,23,38,5,1,1
247,12,17,11,97,6,2,1
18,1,96,17,5,3,2,1
54,19,127,5,24,1,0,1
438,26,25,29,57,7,0,0
449,40,75,19,62,2,4,1
219,35,124,2,41,3,5,1
260,14,19,2,73,3,5,1
371,13,112,4,75,5,3,1
131,18,145,10,48,5,5,1
269,21,16,30,97,1,5,1
74,29,137,6,65,1,4,1
31,7,142,3,89,8,3,1
33,11,84,29,30,10,2,1
351,15,23,20,17,3,4,1
167,14,83,20,29,9,3,1
368,25,56,7,87,2,3,1
280,7,45,8,97,7,5,1
21,35,91,15,10,7,3,1
343,29,54,12,11,10,5,1
369,29,18,10,1,8,4,1
159,26,9,15,75,4,1,1
255,28,77,2,28,7,0,1
247,34,88,5,69,8,2,1
200,34,39,1,51,8,0,1
17,32,54,11,58,1,4,0
413,5,24,17,98,9,1,1
162,1,43,22,27,1,3,0
103,11,34,19,11,2,4,1
89,26,17,2,82,10,4,1
324,14,56,30,42,3,4,1
153,4,24,26,18,7,3,1
185,20,104,12,33,2,3,1
271,6,144,4,48,1,0,1
100,40,124,15,11,5,5,1
174,18,147,25,25,10,0,0
237,2,20,4,99,3,2,0
443,39,73,3,40,3,4,1
132,39,132,28,100,3,5,1
267,6,87,27,50,10,4,1
188,20,4,21,91,3,0,1
465,35,54,17,60,3,3,1
72,18,39,22,10,9,2,1
171,8,17,29,17,3,0,1
181,23,9,19,68,2,0,1
454,29,27,17,16,5,3,1
413,40,14,9,100,2,3,1
353,35,4,4,56,4,5,1
205,3,124,13,87,4,4,1
11,15,106,8,50,3,5,1
235,5,34,11,52,6,0,0
161,15,98,18,100,9,5,1
306,3,42,25,94,9,3,1
229,17,7,13,83,3,1,1
295,7,125,22,24,6,1,1
397,2,90,15,8,2,5,1
271,29,64,4,49,3,1,1
162,40,149,4,61,2,3,1
172,16,10,7,7,2,5,1
364,39,19,20,58,2,4,1
77,2,93,23,29,7,2,1
34,3,7,19,58,5,3,1
179,40,110,8,97,9,3,1
122,8,148,14,78,9,2,1
